Date,Region,Rainfall (mm),Temperature (°C),Soil Type,Soil pH,Soil Nutrients (N-P-K),Latitude,Longitude,Altitude (m),Planting Date,Fertilizer Usage (kg/ha),Irrigation (mm),Pest & Disease Prevalence (%),Previous Year Yield (kg/ha),Maize Seed Variety,Market Price (KES/kg),Planting Density (plants/m²),Harvesting Date,Crop Health,Topography,Satellite Imagery,Price of Fertilizer (KES/kg)
2023-04-01,Nairobi,97,21.7,Sandy,6.6,40-44-44,-2.7224,34.7175,1091,2023-03-01,129,53,5,241,Hybrid-2,21.8,8,2023-07-15,Poor,Flat,Drought,175
2023-04-01,Kisumu,24,22.0,Clay,7.1,45-45-27,-3.5837,35.5091,1437,2023-03-01,104,40,15,223,Hybrid-2,21.1,5,2023-07-15,Good,Hilly,Flooded,197
2023-04-01,Nairobi,3,25.9,Sandy,6.7,10-20-43,1.7638,34.9538,2189,2023-03-01,115,74,1,485,Local-1,22.2,8,2023-07-15,Poor,Flat,Drought,109
2023-04-01,Mombasa,41,23.7,Loam,5.7,24-50-18,1.8613,34.2918,2877,2023-03-01,62,57,16,211,Hybrid-2,21.5,8,2023-07-15,Poor,Hilly,Drought,188
2023-04-01,Mombasa,21,28.4,Loam,6.4,46-48-20,-3.5914,38.0959,2538,2023-03-01,88,11,15,358,Hybrid-1,20.4,7,2023-07-15,Good,Wet,Flooded,183
2023-04-01,Nakuru,12,24.5,Clay,6.6,25-50-22,1.901,38.0464,2737,2023-03-01,98,14,20,468,Local-1,23.1,7,2023-07-15,Poor,Hilly,Normal,132
2023-04-01,Nairobi,58,20.6,Loam,6.6,42-44-39,-0.3315,38.7574,1527,2023-03-01,118,92,17,395,Hybrid-1,21.1,7,2023-07-15,Good,Flat,Flooded,166
2023-04-01,Nairobi,29,22.5,Clay,5.7,16-23-50,1.606,37.6086,2799,2023-03-01,80,86,19,476,Local-1,20.6,8,2023-07-15,Average,Hilly,Drought,137
2023-04-01,Mombasa,20,26.1,Loam,7.5,23-48-43,1.4402,36.1874,2396,2023-03-01,95,71,16,349,Hybrid-1,24.7,4,2023-07-15,Average,Flat,Drought,180
2023-04-01,Kisumu,41,22.7,Loam,6.2,25-17-11,1.1576,34.2623,2825,2023-03-01,108,41,16,317,Hybrid-2,19.2,5,2023-07-15,Average,Wet,Flooded,153
2023-04-01,Kisumu,19,23.1,Sandy,5.6,14-23-26,3.7685,36.7215,2098,2023-03-01,88,55,12,262,Hybrid-1,19.7,6,2023-07-15,Good,Wet,Drought,164
2023-04-01,Nakuru,49,28.2,Clay,5.8,18-25-49,-2.288,36.2684,2774,2023-03-01,84,60,14,266,Hybrid-2,18.6,7,2023-07-15,Good,Wet,Drought,100
2023-04-01,Kisumu,79,25.7,Sandy,6.7,11-50-10,-0.7751,37.7651,1735,2023-03-01,134,8,1,346,Local-1,20.5,4,2023-07-15,Poor,Wet,Flooded,195
2023-04-01,Eldoret,73,26.8,Loam,6.3,23-24-42,2.8682,39.364,2810,2023-03-01,101,5,7,352,Hybrid-2,23.2,7,2023-07-15,Good,Wet,Drought,193
2023-04-01,Nakuru,67,23.2,Loam,5.9,40-37-20,1.9418,39.6581,2419,2023-03-01,54,16,5,377,Hybrid-2,20.4,4,2023-07-15,Average,Wet,Flooded,157
2023-04-01,Eldoret,68,23.6,Clay,6.1,25-50-13,-1.2789,35.632,1952,2023-03-01,127,13,6,436,Hybrid-1,19.6,7,2023-07-15,Average,Flat,Normal,175
2023-04-01,Nairobi,79,23.1,Loam,7.0,42-40-13,-3.7808,37.6002,2015,2023-03-01,79,44,9,272,Hybrid-1,21.5,8,2023-07-15,Average,Hilly,Flooded,140
2023-04-01,Eldoret,84,25.0,Clay,7.4,45-15-21,-3.9298,37.9884,1937,2023-03-01,132,31,17,241,Hybrid-1,23.7,5,2023-07-15,Good,Flat,Normal,146
2023-04-01,Mombasa,133,23.3,Loam,7.4,43-11-44,1.944,35.1093,1227,2023-03-01,85,81,20,344,Local-1,19.8,6,2023-07-15,Poor,Hilly,Normal,156
2023-04-01,Nakuru,94,29.0,Sandy,7.3,25-14-38,3.2502,38.4706,1964,2023-03-01,58,57,16,493,Hybrid-2,18.6,8,2023-07-15,Average,Wet,Flooded,156
2023-04-01,Mombasa,93,28.4,Sandy,5.6,26-35-21,-1.0137,38.0959,1468,2023-03-01,66,16,4,241,Local-1,22.6,8,2023-07-15,Average,Wet,Drought,151
2023-04-01,Kisumu,96,30.0,Loam,7.1,10-38-43,0.8627,38.8012,1508,2023-03-01,142,29,3,417,Hybrid-2,24.3,7,2023-07-15,Poor,Hilly,Flooded,155
2023-04-01,Nairobi,61,27.6,Sandy,5.9,37-34-23,3.3064,37.8355,1993,2023-03-01,98,97,4,499,Local-1,23.0,5,2023-07-15,Good,Wet,Drought,171
2023-04-01,Eldoret,22,22.0,Loam,6.7,50-19-35,2.6524,37.7279,1505,2023-03-01,87,44,4,314,Local-1,24.3,8,2023-07-15,Poor,Flat,Flooded,121
2023-04-01,Eldoret,24,22.7,Clay,5.8,16-42-46,0.503,35.5919,2925,2023-03-01,56,69,15,345,Hybrid-2,20.5,4,2023-07-15,Average,Flat,Drought,187
2023-04-01,Nairobi,23,27.6,Sandy,6.0,32-18-19,2.2418,38.5801,1880,2023-03-01,149,49,10,317,Local-1,18.4,6,2023-07-15,Good,Flat,Normal,147
2023-04-01,Nairobi,31,23.7,Sandy,6.2,30-38-30,0.1431,36.5279,2272,2023-03-01,119,33,0,312,Hybrid-2,22.1,5,2023-07-15,Good,Hilly,Flooded,142
2023-04-01,Nairobi,37,21.6,Sandy,6.3,36-43-32,-1.396,37.6782,2704,2023-03-01,117,12,12,494,Local-1,20.5,4,2023-07-15,Average,Hilly,Normal,148
2023-04-01,Nakuru,132,22.4,Clay,6.1,15-42-23,-3.0311,39.8279,2904,2023-03-01,109,50,10,267,Local-1,23.9,4,2023-07-15,Average,Wet,Normal,112
2023-04-01,Nakuru,116,25.4,Sandy,6.8,30-39-10,-1.0617,35.1041,2367,2023-03-01,108,29,19,319,Hybrid-1,18.4,4,2023-07-15,Average,Wet,Drought,102
2023-04-01,Mombasa,29,27.1,Clay,5.9,43-24-29,-1.6553,38.7102,2818,2023-03-01,55,55,6,386,Local-1,19.8,8,2023-07-15,Good,Wet,Drought,162
2023-04-01,Nakuru,125,25.2,Sandy,6.9,29-32-42,-3.7806,34.1916,2960,2023-03-01,143,30,1,206,Hybrid-1,22.3,6,2023-07-15,Good,Wet,Drought,194
2023-04-01,Mombasa,91,21.5,Loam,7.5,15-25-48,-0.6465,35.2224,1193,2023-03-01,79,50,14,494,Hybrid-1,21.1,6,2023-07-15,Average,Flat,Drought,104
2023-04-01,Mombasa,115,25.8,Loam,6.7,50-11-44,0.1247,37.6081,2708,2023-03-01,97,6,18,304,Local-1,20.1,6,2023-07-15,Average,Wet,Normal,160
2023-04-01,Kisumu,70,28.7,Loam,6.4,50-41-43,-0.3524,38.0124,1127,2023-03-01,116,56,6,437,Local-1,20.7,7,2023-07-15,Good,Wet,Drought,146
2023-04-01,Eldoret,14,23.7,Clay,6.5,47-13-11,2.3328,38.9747,1848,2023-03-01,111,82,8,357,Local-1,20.6,7,2023-07-15,Good,Flat,Normal,110
2023-04-01,Eldoret,49,27.1,Sandy,7.4,26-33-30,2.2993,35.2368,2063,2023-03-01,93,74,0,428,Hybrid-1,23.8,5,2023-07-15,Good,Hilly,Normal,124
2023-04-01,Kisumu,42,21.1,Loam,7.4,17-37-33,-2.1866,37.1567,2671,2023-03-01,73,11,6,226,Hybrid-1,21.5,6,2023-07-15,Poor,Flat,Drought,183
2023-04-01,Eldoret,90,20.9,Sandy,7.1,19-47-14,0.0706,38.0168,2141,2023-03-01,142,31,8,266,Hybrid-1,20.4,6,2023-07-15,Average,Flat,Flooded,186
2023-04-01,Eldoret,35,25.6,Clay,5.7,35-44-23,0.0053,36.3345,2898,2023-03-01,79,55,1,203,Hybrid-1,19.2,7,2023-07-15,Poor,Flat,Drought,167
2023-04-01,Nairobi,14,22.2,Clay,6.1,28-35-28,-0.5031,35.3349,2501,2023-03-01,57,33,5,236,Hybrid-1,23.3,4,2023-07-15,Poor,Wet,Normal,173
2023-04-01,Kisumu,4,28.7,Sandy,6.6,46-18-25,0.2029,38.0966,2060,2023-03-01,91,39,15,466,Local-1,19.3,5,2023-07-15,Average,Hilly,Drought,167
2023-04-01,Mombasa,11,27.8,Loam,6.5,39-13-39,-3.9232,34.4306,2599,2023-03-01,59,31,8,218,Hybrid-1,19.7,6,2023-07-15,Poor,Flat,Normal,132
2023-04-01,Kisumu,143,21.5,Loam,7.2,42-35-41,-2.843,34.7311,2237,2023-03-01,56,44,6,365,Local-1,18.9,8,2023-07-15,Average,Wet,Normal,166
2023-04-01,Mombasa,35,22.3,Clay,6.7,46-30-41,-0.66,36.5138,1259,2023-03-01,76,4,1,326,Local-1,24.4,4,2023-07-15,Poor,Wet,Flooded,191
2023-04-01,Kisumu,5,22.8,Clay,5.6,33-45-28,1.0511,38.568,2250,2023-03-01,124,22,1,345,Hybrid-1,22.8,5,2023-07-15,Average,Hilly,Flooded,157
2023-04-01,Eldoret,105,24.6,Clay,6.1,34-38-35,-2.2361,35.3256,1975,2023-03-01,109,66,12,268,Hybrid-1,18.2,7,2023-07-15,Good,Wet,Drought,124
2023-04-01,Mombasa,88,29.3,Loam,5.9,47-16-43,-0.3606,35.5362,1941,2023-03-01,121,0,2,318,Local-1,19.8,6,2023-07-15,Average,Hilly,Normal,159
2023-04-01,Eldoret,79,23.2,Sandy,7.0,36-39-40,0.2768,36.1953,2034,2023-03-01,132,7,8,300,Local-1,22.5,5,2023-07-15,Average,Hilly,Normal,189
2023-04-01,Eldoret,104,23.0,Loam,7.4,17-28-41,-3.5248,38.3132,1259,2023-03-01,142,86,19,423,Hybrid-1,24.8,8,2023-07-15,Good,Wet,Normal,102
2023-04-01,Mombasa,127,23.2,Sandy,6.6,32-41-22,0.8906,38.5423,2544,2023-03-01,111,20,6,378,Hybrid-2,23.8,4,2023-07-15,Poor,Hilly,Flooded,101
2023-04-01,Eldoret,130,20.9,Loam,6.6,45-34-31,-2.5581,38.142,2610,2023-03-01,121,84,17,475,Local-1,23.8,6,2023-07-15,Poor,Wet,Normal,160
2023-04-01,Mombasa,36,23.4,Sandy,6.4,12-39-45,2.1212,34.3384,2814,2023-03-01,83,74,0,442,Hybrid-1,18.6,7,2023-07-15,Average,Hilly,Flooded,194
2023-04-01,Mombasa,109,27.6,Loam,7.1,47-43-38,0.6223,36.9412,1212,2023-03-01,93,21,0,388,Hybrid-1,22.6,5,2023-07-15,Average,Hilly,Drought,187
2023-04-01,Nakuru,38,24.0,Clay,6.1,27-33-15,-2.4792,39.0031,2038,2023-03-01,92,36,5,499,Hybrid-1,21.3,7,2023-07-15,Good,Hilly,Drought,129
2023-04-01,Eldoret,64,20.6,Clay,6.3,16-10-37,-1.5524,39.1515,2239,2023-03-01,131,47,16,375,Local-1,25.0,6,2023-07-15,Good,Wet,Flooded,130
2023-04-01,Kisumu,3,23.8,Loam,7.1,38-41-39,2.2304,36.1901,1760,2023-03-01,77,74,12,493,Hybrid-2,24.0,6,2023-07-15,Good,Wet,Normal,199
2023-04-01,Nairobi,90,20.2,Sandy,6.3,49-12-42,-2.736,39.2017,1569,2023-03-01,145,42,15,331,Hybrid-1,19.9,4,2023-07-15,Average,Hilly,Normal,184
2023-04-01,Nakuru,6,29.6,Sandy,5.8,41-14-48,-1.2456,39.3596,2919,2023-03-01,140,0,17,217,Local-1,19.0,8,2023-07-15,Poor,Flat,Drought,134
2023-04-01,Mombasa,4,26.2,Loam,6.3,48-43-45,-3.6007,35.9629,2736,2023-03-01,139,24,15,297,Hybrid-2,23.7,6,2023-07-15,Poor,Hilly,Flooded,125
2023-04-01,Mombasa,95,20.7,Clay,5.5,47-44-44,-3.379,35.3509,2060,2023-03-01,146,47,16,448,Hybrid-1,24.1,8,2023-07-15,Average,Wet,Normal,192
2023-04-01,Mombasa,126,20.4,Sandy,5.8,43-11-20,-2.5927,34.9984,1440,2023-03-01,66,19,15,455,Local-1,18.9,7,2023-07-15,Good,Flat,Flooded,184
2023-04-01,Nakuru,17,25.3,Sandy,7.3,26-31-35,0.4889,35.2513,2660,2023-03-01,117,21,4,433,Hybrid-2,24.9,6,2023-07-15,Poor,Hilly,Drought,190
2023-04-01,Nakuru,39,28.8,Clay,5.8,29-25-23,1.7687,39.3207,2509,2023-03-01,132,62,19,280,Local-1,23.4,5,2023-07-15,Good,Wet,Flooded,104
2023-04-01,Nakuru,139,26.3,Loam,5.8,20-16-20,1.111,34.9344,1252,2023-03-01,70,37,20,418,Local-1,24.5,6,2023-07-15,Poor,Wet,Flooded,182
2023-04-01,Nakuru,150,26.1,Loam,6.4,41-50-45,-1.2205,36.9194,2552,2023-03-01,135,55,6,207,Hybrid-1,18.1,4,2023-07-15,Good,Wet,Drought,124
2023-04-01,Nakuru,23,25.2,Clay,6.6,20-45-26,3.8953,38.9277,1034,2023-03-01,78,48,11,451,Hybrid-2,20.4,7,2023-07-15,Average,Flat,Normal,179
2023-04-01,Kisumu,24,25.3,Sandy,7.0,12-36-18,-3.5066,38.35,2723,2023-03-01,56,11,14,208,Hybrid-2,21.0,7,2023-07-15,Good,Wet,Drought,199
2023-04-01,Nakuru,112,21.8,Sandy,6.6,46-22-14,-2.6101,34.7778,2840,2023-03-01,83,40,4,202,Local-1,23.1,5,2023-07-15,Average,Hilly,Flooded,194
2023-04-01,Eldoret,94,24.4,Sandy,6.3,16-13-50,-3.5666,39.8383,1356,2023-03-01,85,42,11,394,Hybrid-2,18.3,8,2023-07-15,Good,Flat,Normal,155
2023-04-01,Mombasa,95,29.4,Clay,7.1,34-34-43,-2.0487,37.7123,2084,2023-03-01,128,41,1,212,Hybrid-1,20.7,6,2023-07-15,Average,Wet,Drought,114
2023-04-01,Nairobi,60,28.5,Clay,7.3,49-11-10,-3.2596,36.5782,1011,2023-03-01,65,29,20,317,Local-1,22.7,7,2023-07-15,Good,Hilly,Flooded,156
2023-04-01,Mombasa,53,23.4,Sandy,6.2,43-43-31,-0.6728,39.6957,1199,2023-03-01,123,95,3,439,Hybrid-1,23.1,8,2023-07-15,Average,Flat,Flooded,122
2023-04-01,Eldoret,5,25.6,Clay,6.7,31-11-33,-2.6923,35.3933,1894,2023-03-01,117,4,16,464,Local-1,18.1,7,2023-07-15,Good,Hilly,Drought,137
2023-04-01,Nairobi,31,29.4,Clay,7.2,23-11-50,3.4214,37.6505,1481,2023-03-01,109,19,4,223,Local-1,18.3,7,2023-07-15,Average,Flat,Drought,139
2023-04-01,Kisumu,55,26.8,Clay,6.2,50-49-16,0.5439,37.5923,1565,2023-03-01,117,8,9,345,Hybrid-2,23.7,8,2023-07-15,Poor,Hilly,Normal,120
2023-04-01,Nairobi,112,26.2,Clay,7.5,30-42-29,-1.3623,38.302,1043,2023-03-01,91,79,4,300,Hybrid-2,19.7,7,2023-07-15,Average,Wet,Drought,145
2023-04-01,Nakuru,125,27.3,Clay,7.0,30-15-45,2.5477,38.1018,1193,2023-03-01,116,25,14,491,Local-1,19.3,8,2023-07-15,Poor,Hilly,Drought,103
2023-04-01,Nakuru,13,23.2,Clay,6.6,25-30-36,2.5618,34.5604,2509,2023-03-01,52,49,14,472,Local-1,24.8,5,2023-07-15,Good,Flat,Flooded,140
2023-04-01,Eldoret,111,28.2,Clay,6.4,26-12-34,3.6433,34.4509,2455,2023-03-01,58,65,7,357,Hybrid-1,23.7,4,2023-07-15,Good,Flat,Normal,118
2023-04-01,Eldoret,136,21.1,Loam,6.4,21-42-15,2.7745,39.3942,1687,2023-03-01,84,91,12,487,Hybrid-1,18.4,8,2023-07-15,Good,Flat,Drought,112
2023-04-01,Nairobi,12,28.9,Clay,7.1,15-27-31,-3.8535,35.5268,2076,2023-03-01,147,19,1,388,Hybrid-2,24.0,7,2023-07-15,Average,Hilly,Drought,167
2023-04-01,Kisumu,63,23.2,Clay,5.7,49-26-33,3.8725,34.5463,2522,2023-03-01,149,45,8,493,Hybrid-2,19.6,8,2023-07-15,Good,Hilly,Flooded,188
2023-04-01,Nairobi,13,25.5,Sandy,6.4,11-13-38,-0.0641,35.7531,1492,2023-03-01,121,91,16,226,Hybrid-2,22.9,7,2023-07-15,Average,Wet,Flooded,197
2023-04-01,Nairobi,5,28.5,Loam,5.6,26-30-34,-1.3126,38.0979,2396,2023-03-01,64,64,12,211,Hybrid-1,18.7,8,2023-07-15,Good,Hilly,Drought,147
2023-04-01,Eldoret,92,24.4,Sandy,7.5,38-46-21,2.2899,39.4078,1299,2023-03-01,147,32,0,230,Hybrid-2,24.1,4,2023-07-15,Poor,Flat,Drought,149
2023-04-01,Nakuru,71,25.2,Clay,6.3,11-34-28,0.5801,36.7354,2848,2023-03-01,73,20,9,214,Hybrid-1,18.3,7,2023-07-15,Good,Flat,Drought,140
2023-04-01,Mombasa,8,25.0,Loam,7.2,39-20-48,2.7992,37.4927,1745,2023-03-01,87,99,1,355,Hybrid-1,21.3,5,2023-07-15,Good,Wet,Drought,138
2023-04-01,Kisumu,35,29.8,Sandy,6.6,46-32-47,1.95,36.3002,2892,2023-03-01,126,38,16,396,Hybrid-1,19.5,5,2023-07-15,Poor,Wet,Drought,138
2023-04-01,Eldoret,16,29.0,Sandy,5.6,26-34-49,1.0659,34.9151,2307,2023-03-01,72,2,15,494,Hybrid-1,24.0,5,2023-07-15,Average,Hilly,Drought,136
2023-04-01,Eldoret,72,20.3,Clay,6.5,15-12-15,-2.1826,39.2254,1099,2023-03-01,77,40,2,217,Hybrid-1,19.8,8,2023-07-15,Good,Hilly,Flooded,112
2023-04-01,Eldoret,103,24.3,Loam,6.4,45-17-48,1.8241,39.5224,2300,2023-03-01,128,34,3,401,Hybrid-2,20.1,6,2023-07-15,Average,Wet,Drought,188
2023-04-01,Kisumu,87,23.6,Clay,6.9,18-24-15,1.4486,36.9199,2910,2023-03-01,92,93,2,393,Local-1,21.6,8,2023-07-15,Good,Hilly,Flooded,139
2023-04-01,Kisumu,49,25.2,Loam,5.6,10-15-14,0.4711,35.8184,1519,2023-03-01,61,3,18,397,Local-1,19.7,6,2023-07-15,Average,Wet,Normal,159
2023-04-01,Nairobi,60,26.5,Sandy,6.4,30-44-33,-2.9121,37.7629,1668,2023-03-01,100,45,0,407,Hybrid-1,22.1,8,2023-07-15,Good,Wet,Drought,159
2023-04-01,Kisumu,120,23.4,Sandy,7.0,18-37-45,1.3335,38.8456,2806,2023-03-01,115,31,14,454,Hybrid-2,19.1,4,2023-07-15,Average,Hilly,Flooded,135
2023-04-01,Nairobi,103,21.5,Loam,5.8,26-26-37,-2.9748,37.3719,2454,2023-03-01,107,48,5,265,Hybrid-2,23.6,6,2023-07-15,Poor,Wet,Normal,151
2023-04-01,Nakuru,108,26.4,Sandy,5.5,22-50-11,-3.2852,37.6745,2068,2023-03-01,146,77,1,462,Hybrid-1,22.3,4,2023-07-15,Poor,Hilly,Flooded,131
2023-04-01,Kisumu,119,29.5,Clay,7.4,45-12-29,-2.7298,34.1851,2748,2023-03-01,101,48,19,275,Hybrid-1,20.9,5,2023-07-15,Good,Hilly,Normal,181
2023-04-01,Eldoret,141,26.6,Clay,6.4,31-35-20,1.5839,38.5625,2088,2023-03-01,133,83,15,444,Local-1,18.9,8,2023-07-15,Average,Flat,Normal,114
2023-04-01,Mombasa,44,24.0,Clay,6.3,15-30-21,-0.1178,37.8192,2846,2023-03-01,144,42,10,436,Hybrid-1,23.7,8,2023-07-15,Poor,Wet,Normal,170
2023-04-01,Mombasa,29,21.4,Clay,5.9,25-41-12,-3.6101,39.6935,1880,2023-03-01,55,85,17,286,Local-1,21.0,5,2023-07-15,Good,Wet,Normal,105
2023-04-01,Eldoret,120,21.5,Sandy,6.8,18-25-14,0.3975,35.0727,2804,2023-03-01,115,28,9,412,Hybrid-2,21.4,5,2023-07-15,Good,Hilly,Drought,166
2023-04-01,Nakuru,133,22.9,Clay,6.2,17-48-33,-2.3888,38.4315,2219,2023-03-01,87,28,8,319,Hybrid-1,21.1,5,2023-07-15,Good,Hilly,Normal,186
2023-04-01,Nakuru,33,23.9,Clay,7.1,38-13-25,2.8889,35.2389,2292,2023-03-01,105,33,5,332,Local-1,21.2,8,2023-07-15,Average,Hilly,Flooded,200
2023-04-01,Mombasa,16,23.3,Sandy,5.8,30-14-20,0.1514,34.1363,1182,2023-03-01,143,73,10,430,Hybrid-2,18.8,6,2023-07-15,Poor,Flat,Normal,197
2023-04-01,Eldoret,130,22.1,Sandy,7.4,44-20-47,-0.7204,34.1736,2710,2023-03-01,74,35,7,454,Local-1,19.0,8,2023-07-15,Average,Flat,Drought,190
2023-04-01,Nairobi,9,22.7,Sandy,6.6,23-47-27,1.4817,34.4536,1233,2023-03-01,121,61,4,293,Hybrid-1,18.3,8,2023-07-15,Good,Wet,Flooded,158
2023-04-01,Kisumu,99,24.5,Loam,7.4,41-42-39,-3.8801,34.6986,1705,2023-03-01,71,67,4,479,Hybrid-2,18.6,4,2023-07-15,Good,Wet,Flooded,186
2023-04-01,Kisumu,32,25.1,Sandy,5.7,13-10-19,2.5558,36.1716,2002,2023-03-01,90,96,2,200,Local-1,23.5,8,2023-07-15,Poor,Flat,Drought,105
2023-04-01,Nairobi,142,21.2,Loam,6.2,47-34-12,1.0564,35.39,2784,2023-03-01,128,30,7,314,Hybrid-2,18.3,8,2023-07-15,Poor,Hilly,Drought,126
2023-04-01,Nairobi,122,29.4,Clay,6.0,41-24-37,0.3261,38.9228,1296,2023-03-01,85,50,0,389,Hybrid-1,22.0,7,2023-07-15,Average,Wet,Drought,176
2023-04-01,Kisumu,15,29.3,Loam,6.3,19-37-27,-2.4206,34.2548,1608,2023-03-01,106,78,9,211,Local-1,24.0,4,2023-07-15,Poor,Flat,Normal,118
2023-04-01,Kisumu,20,23.9,Loam,7.5,15-45-46,-1.3073,36.9381,2591,2023-03-01,119,88,16,450,Local-1,23.3,8,2023-07-15,Average,Hilly,Normal,131
2023-04-01,Nakuru,138,21.4,Clay,7.4,11-42-19,3.0588,35.9496,2520,2023-03-01,105,72,9,345,Hybrid-1,23.8,4,2023-07-15,Poor,Wet,Flooded,118
2023-04-01,Mombasa,31,23.1,Clay,6.3,17-17-16,-3.0882,39.9727,2201,2023-03-01,79,23,7,322,Hybrid-2,21.3,7,2023-07-15,Average,Hilly,Drought,140
2023-04-01,Kisumu,74,22.9,Clay,6.6,45-17-40,-0.6766,34.1084,1449,2023-03-01,133,30,5,474,Hybrid-2,21.7,7,2023-07-15,Poor,Flat,Normal,131
2023-04-01,Mombasa,93,20.4,Sandy,6.7,31-48-12,0.5301,34.4864,1610,2023-03-01,58,25,4,481,Hybrid-2,20.5,7,2023-07-15,Good,Flat,Drought,111
2023-04-01,Eldoret,31,27.4,Clay,6.5,48-33-28,3.562,37.8519,2515,2023-03-01,121,53,2,414,Hybrid-2,23.4,5,2023-07-15,Poor,Flat,Normal,158
2023-04-01,Nakuru,132,29.1,Clay,6.5,44-32-26,3.7911,39.2887,1063,2023-03-01,147,90,5,483,Local-1,22.4,6,2023-07-15,Poor,Flat,Normal,115
2023-04-01,Nairobi,91,21.7,Loam,6.1,30-17-20,-2.4751,34.4339,2469,2023-03-01,87,64,8,357,Hybrid-2,20.5,7,2023-07-15,Poor,Wet,Drought,198
2023-04-01,Nairobi,104,25.9,Clay,6.1,26-34-14,3.0326,37.9094,2694,2023-03-01,125,83,10,419,Hybrid-1,18.3,4,2023-07-15,Poor,Wet,Flooded,185
2023-04-01,Kisumu,11,25.5,Sandy,7.4,18-37-37,1.266,39.9522,2283,2023-03-01,68,51,17,203,Hybrid-1,22.7,8,2023-07-15,Poor,Hilly,Normal,133
2023-04-01,Nakuru,23,24.3,Sandy,7.1,33-36-46,3.9246,39.6487,2623,2023-03-01,89,4,0,476,Hybrid-1,18.5,6,2023-07-15,Poor,Wet,Drought,100
2023-04-01,Nakuru,8,25.5,Clay,7.3,39-22-35,-1.2436,37.1153,1359,2023-03-01,86,40,13,228,Hybrid-1,20.6,8,2023-07-15,Average,Wet,Drought,185
2023-04-01,Mombasa,141,25.0,Sandy,7.3,32-17-37,0.2324,35.2626,1729,2023-03-01,73,60,1,437,Hybrid-2,19.0,8,2023-07-15,Poor,Hilly,Drought,174
2023-04-01,Mombasa,14,29.5,Loam,6.5,41-18-35,3.8833,35.2383,2228,2023-03-01,76,41,9,461,Hybrid-1,18.6,5,2023-07-15,Poor,Hilly,Drought,139
2023-04-01,Kisumu,0,25.0,Loam,5.6,50-27-42,2.9289,39.1559,1582,2023-03-01,71,3,15,300,Hybrid-1,23.1,4,2023-07-15,Poor,Flat,Normal,185
2023-04-01,Kisumu,70,20.6,Clay,7.2,32-50-40,0.6488,35.813,1072,2023-03-01,113,97,15,489,Hybrid-1,19.6,5,2023-07-15,Average,Flat,Normal,155
2023-04-01,Mombasa,133,20.6,Sandy,6.7,36-36-22,-1.3971,35.8339,2005,2023-03-01,81,43,0,499,Local-1,20.2,6,2023-07-15,Poor,Wet,Normal,122
2023-04-01,Nakuru,69,28.6,Clay,6.5,29-33-28,-2.0362,39.4562,2127,2023-03-01,109,30,13,246,Hybrid-1,18.9,7,2023-07-15,Average,Wet,Normal,163
2023-04-01,Kisumu,63,24.8,Clay,6.4,24-43-30,-1.3498,34.0165,2410,2023-03-01,94,86,7,455,Hybrid-2,21.6,8,2023-07-15,Average,Flat,Normal,139
2023-04-01,Nairobi,146,21.7,Loam,6.2,29-37-37,0.8399,35.1327,1541,2023-03-01,132,2,8,236,Local-1,20.0,6,2023-07-15,Average,Flat,Drought,109
2023-04-01,Kisumu,18,26.9,Sandy,7.1,34-17-49,0.494,38.671,1684,2023-03-01,54,79,6,245,Hybrid-1,20.5,5,2023-07-15,Good,Wet,Drought,189
2023-04-01,Mombasa,22,24.3,Sandy,7.0,48-22-21,-1.0325,39.1251,2308,2023-03-01,80,57,8,480,Hybrid-1,19.8,7,2023-07-15,Good,Flat,Drought,198
2023-04-01,Eldoret,127,21.9,Clay,7.3,27-19-30,2.5992,38.4769,1755,2023-03-01,67,21,13,335,Local-1,23.3,4,2023-07-15,Poor,Flat,Drought,113
2023-04-01,Eldoret,88,20.4,Clay,6.9,13-27-45,1.0533,37.4978,1848,2023-03-01,122,66,17,426,Local-1,20.9,4,2023-07-15,Good,Wet,Normal,139
2023-04-01,Mombasa,102,29.5,Clay,6.9,12-14-16,-3.9031,36.7828,2384,2023-03-01,127,33,15,282,Hybrid-2,24.5,4,2023-07-15,Good,Hilly,Flooded,115
2023-04-01,Nairobi,99,29.8,Clay,7.5,15-31-25,3.3849,34.3128,1610,2023-03-01,146,23,7,350,Local-1,23.9,6,2023-07-15,Poor,Hilly,Flooded,182
2023-04-01,Mombasa,134,23.1,Clay,6.2,13-32-48,0.308,39.0464,2764,2023-03-01,97,72,20,494,Hybrid-1,24.4,5,2023-07-15,Good,Flat,Normal,109
2023-04-01,Mombasa,19,26.2,Loam,7.2,24-26-46,2.2757,37.3233,2521,2023-03-01,81,44,12,256,Local-1,22.8,7,2023-07-15,Average,Hilly,Normal,110
2023-04-01,Eldoret,94,23.7,Sandy,5.5,29-21-38,-3.4195,37.5821,2170,2023-03-01,110,30,4,410,Hybrid-2,23.7,8,2023-07-15,Good,Wet,Normal,129
2023-04-01,Kisumu,93,23.2,Sandy,7.1,25-30-34,1.3307,38.176,2650,2023-03-01,88,12,10,302,Hybrid-1,21.6,4,2023-07-15,Poor,Hilly,Flooded,191
2023-04-01,Kisumu,55,20.6,Clay,6.5,21-26-46,-3.8867,34.9575,1754,2023-03-01,83,35,9,388,Hybrid-2,24.2,5,2023-07-15,Good,Wet,Flooded,183
